,Startup Name,Founder(s),Funding Year,Funding Month,Funding Day,Founding Date,Industry/Vertical,Funding Date,Sub-Vertical,City,Investor(s),Investment Amount (USD),Investment Type,Remarks
4246,Arcatron Mobility,Ganesh Sonawane,2021,07,01,2015,Health & Fitness,01/07/2021,Mission Is To Advance Global Standards Of Assisted Living And Make It Dignified And Safer.,Pune,Klub,0,,
4247,Twid,"Amit Sharma, Amit Koshal, Rishi Batra",2021,07,01,2020,Fintech,01/07/2021,"Twid Is Shaping The Future Of Digital Currencies, Delivering New-Age Fintech Solutions",Bangalore,"Beenext, Sequoia‚Äôs Surge",2500000,Other,
4248,Peakperformer,"Aishwarya Goel, Gaurav Jhunjhnuwala",2021,07,01,2020,EdTech,01/07/2021,"A Goal-Oriented, Outcome-Driven Platform To Make Leadership Coaching Accessible To All.",Bangalore,Antler India,0,,
4249,Mymobiforce,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",2021,07,01,2018,IT,01/07/2021,"Crowdsourcing Platform Imparting Best-In-Class Services With Immensely Talented, Skilled & Qualified Workforce Pan-India",Noida,Bharat Inclusion,1400000,Series A,
4250,Pine Labs,Amrish Rau,2021,07,01,1998,IT,01/07/2021,A Merchant Platform Company That Provides Financing And Last-Mile Retail Transaction Technology To Merchants,Noida,"Fidelity, Blackrock",600000,Other,
4251,Genworks Health,S Ganeshprasad,2021,07,01,2015,Health & Fitness,01/07/2021,Genworks Health Is An Initiative By Ge For Empowering Healthcare Professionals Operating In The Rural Areas To Deliver Better Medical Facilities And Diagnostics While Keeping Things Affordable.,Bangalore,Blacksoil,2000000,Other,
4252,Pocketly,"Aarav Bhatia, Navdeesh Ahuja",2021,07,01,2019,Fintech,01/07/2021,"Pocketly Provides Quick Cash On Hand, Anytime - Anywhere!",Bangalore,,0,,
4253,Neverinstall,"Lakshmana Pasala, Ram Pasala",2021,07,01,2019,IT,01/07/2021,A Cloud Platform To Bring Any Gui Application Regardless Of Os And Device Type To The Browser.,Bangalore,Speciale Invest,370000,Early stage,
4254,Corover,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",2021,07,01,2016,IT,01/07/2021,Corover Is The World‚Äôs First And The Highest Roi Delivering Human-Centric Conversational Ai Platform.,Bangalore,Canbank Venture Capital Fund,0,,
4255,Beato,Gautam Chopra,2021,07,01,2015,Health & Fitness,01/07/2021,Ultimate App To Manage Chronic Conditions.,New Delhi,W Health Ventures,5000000,Series B,
4256,Earth Rhythm,Harini Sivakumar,2021,07,01,2020,Health & Fitness,01/07/2021,A Mission To Make Customers Healthier And Earth A Little Greener.,,Anicut Angel Fund,1200000,Early stage,
4257,Fountain9,"Niki Khokale, Rajas Lonkar",2021,07,01,2019,SaaS,01/07/2021,"Fountain9 Is A Y Combinator Backed Company, Which Offers Predictive Inventory Planning And Optimization Software For E-Commerce, Dtc And Retail Companies.",Greater Mumbai,"021 Capital, Y Combinator",1900000,Early stage,
4258,Rockclimber,"Deepak Poduval, Hariprasad Shetty",2021,07,01,2019,Food & Beverages,01/07/2021,Rockclimber Is A New Age Beverage Brand With A Portfolio Of Alcoholic And Non Alcoholic Drinks.,Bangalore,Anand Prakash Sharma,1000000,Other,
4259,Sped@Home,Dhaval Mody,2021,07,01,2020,EdTech,01/07/2021,"Provide Remediation, Occupational Therapy, Speech Therapy And Socio-Emotional Coaching For Children With Learning Disabilities Like Dyslexia, Dysgraphia, Dyscalculia",Greater Mumbai,,300000,Other,
4260,Canpe,Arindam Choudhury,2021,07,01,2019,SaaS,01/07/2021,"Digital-First Debt Collections Platform That Is Driven By Compassion, And Powered By Ai.",Bangalore,Axilor Ventures,0,,
4261,Green Soul,Ravi Khushwani,2021,07,01,2016,SaaS,01/07/2021,Green Soul Is No.1 Brand On Amazon India In Ergonomic Chairs Category In Terms Of Customer Reviews.,,Velocity.In,200000,Other,
4262,Shiprocket,"Saahil Goel, Akshay Ghulati",2021,07,01,2012,Logistics & Supply Chain,01/07/2021,India'S #1 Ecommerce Logistics And Shipping Solution Empowering Over 1 Lakh Indian Ecommerce Sellers.,New Delhi,"March Capital, Tribe Capital",41000000,Series D to late stage,
4263,Dealshare,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",2021,07,01,2018,Retail,01/07/2021,The Next Generation Disruptive (Social) E-Commerce Product For The Masses.,Bangalore,Tiger Global,144000000,Other,
4264,Teachmint,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",2021,07,01,2020,EdTech,01/07/2021,Teachmint Is An All-In-One Education Technology Platform Created Specifically For The Tutors Of The Digital Age.,Bangalore,Learn Capital,20000000,Series B,
4265,Vahak,"Vikas Chandrawat, Karan Shaha",2021,07,01,2017,Transportation,01/07/2021,Building India'S Largest & Most Trusted Online Transport Marketplace & Directory,Bangalore,Rtp Global,5000000,Series A,
4266,Gostops,"Pallavi Agarwal, Pankaj Parwanda",2021,07,01,2014,Hospitality,01/07/2021,Gostops Aims To Be India‚Äôs Biggest And Most Loved Backpacker Hostel Brand.,New Delhi,"Ian, Yuj Ventures",1000000,Series A,
4267,Codedamn,Mehul Mohan,2021,07,01,2020,SaaS,01/07/2021,Codedamn Enables Anyone To Learn And Practice Real-World Programming Skills And Become Industry Relevant Through Our Learning Paths.,New Delhi,Antler India,0,,
4268,Biocraft Innovation Technology,"Vibha Mittal, Anubhav Mittal",2021,07,01,2019,SaaS,01/07/2021,Innovation Startup Developing Bamboo Resources Of India To Be Used In Industrial Use By Developing Injection Moulding Granules,Noida,Jito Angel Network,0,,
4269,Powerplay,"Shubham Goyal, Lesh Dixit",2021,07,01,2020,Other,01/07/2021,Powerplay Helps Simplify End To End Construction And Architecture Project Management.,Bangalore,"Sequoia‚Äôs Surge, Accel Partners",5200000,Other,
4270,Karbon Card,"Pei-Fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",2021,08,01,2019.0,Fintech,01/08/2021,Prime Objective Is To Empower Indian Startups By Creating The Right Financial Products Starting With A High-Limit Corporate Credit Card With Unlimited Benefits,Bangalore,Y Combinator,0,,
4271,Factors.Ai,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan",2021,08,01,2020.0,SaaS,01/08/2021,"Factors.Ai Is A Marketing Analytics Platform Providing Sophisticated Omnichannel, Every-Touch Attribution Technology And Unparalleled Performance Insights For Marketers",Bangalore,"Elevation Partners, Emergent Ventures",2000000,Other,
4272,Elevar,"Kunal Joshi, Pranav Marwah",2021,08,01,2017.0,Entertainment,01/08/2021,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",Greater Mumbai,"Kalaari Capital, Dream Capital",2000000,Other,
4273,Studio Sirah,"Abhaas Shah, Prateek Shah",2021,08,01,2020.0,Entertainment,01/08/2021,Studio Sirah Is Founded With A Belief In The Increasing Sophistication Of The Indian Gamer And The Whitespace Of Midcore India-First Games.,Bangalore,Lumikai,800000,Other,
4274,Oto Capital,"Harsh Saruparia, Sumit Chhazed",2021,08,01,2018.0,Fintech,01/08/2021,The Future Of Vehicle Ownership!,Greater Mumbai,Matrix Partners India,6000000,Other,
4275,1Bridge,"Madan Padaki, Anil Kumar, M Chakrawarty",2021,08,01,2016.0,SaaS,01/08/2021,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance To Our Village",Bangalore,C4D Partners,2500000,Other,
4276,Skeps,"Mayank Tewari, Tushar Srivastava",2021,08,01,2018.0,Fintech,01/08/2021,"A Blockchain Products Company, Developing A Proprietary Product In The Fintech Space",,Bertelsmann India,9500000,Other,
4277,Curefoods,Ankit Nagori,2021,08,01,2020.0,Food & Beverages,01/08/2021,Healthy & Nutritious Foods And Cold Pressed Juices Produced In Edinburgh. Currently Distributing Wholesale Within The Edinburgh Region.,Bangalore,"Iron Pillar, Nordstar, Binny Bansal",13000000,Other,
4278,Tartansense,Jaisimha Rao,2021,08,01,2015.0,IT,01/08/2021,Tartansense Unlocks Value For Small Farm Holders By Working At The Intersection Of Robotics And Ai Assisted Computer Vision.,Bangalore,"Fmc, Omnivore, Blume Ventures",5000000,Other,
4279,Bewakoof,Prabhkiran Singh,2021,08,01,2012.0,Fashion,01/08/2021,"Bewakoof Is A Lifestyle Fashion Brand That Makes Creative, Distinctive Fashion For The Trendy, Contemporary Indian.",Greater Mumbai,Investcorp,8000000,Other,
4280,Kirana247,"Tarun Jiwarajka, Pankhuri Jiwarajka",2021,08,01,2018.0,Logistics & Supply Chain,01/08/2021,An On-Demand Fmcg Supply Chain Company Leveraging A Deep Tech-Enabled Micro Warehousing Model To Serve Kirana Stores.,New Delhi,,1000000,Other,
4281,Fanplay,Yc W21,2021,08,01,2020.0,Entertainment,01/08/2021,A Real Money Game App Specializing In Trivia Games,,"Pritesh Kumar, Bharat Gupta",1200000,Other,
4282,Neodocs,"Nikunj Malpani, Anurag Meena, Pratik Lodha",2021,08,01,2020.0,Health & Fitness,01/08/2021,"Neodocs Is A Part Of India'S Prominent Social Impact Accelerator Program, Aisea.",Greater Mumbai,"Y Combinator, 9Unicorns, Titan Capital",0,,
4283,Isgoingonline,Eobin Alex,2021,08,01,2015.0,Retail,01/08/2021,Kochi-Based Digital Catalogue And Marketplace Isgoingonline,Cochin,"Unicorn India Ventures, Sea Fund, Devdatt Shah",200000,Other,
4284,Camp K12,Anshul Bhagi,2021,08,01,2010.0,EdTech,01/08/2021,"Camp K12 Is A Global Online School For 21St Century Skills, Teaching Coding And Other Steam Subjects To Kids Age 6-18 Via Live, Interactive, Gamified Online Sessions",,"Matrix Partners India, Elevation Capital",12000000,Other,
4285,Elda Health,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma",2021,08,01,2020.0,Health & Fitness,01/08/2021,"Elda Health Is A Digital Wellness Platform That Understands Women Intimately And Offers A Holistic Wellness Solution Through Physical, Mental And Social Interventions.",Bangalore,"Avaana Capital, Orios Ventures",1500000,Other,
4286,Sporjo,G Srinivvasan,2021,08,01,2020.0,Entertainment,01/08/2021,A One Stop Destination To Build A Successful Career In The Indian Sports Industry!,Greater Mumbai,Punit Balan,2000000,Other,
4287,Advantage Club,"Sourabh Deorah, Smiti Bhatt Deorah",2021,08,01,2014.0,Consulting,01/08/2021,"Advantage Club Is India'S Largest Employee Engagement Platform, Provide End To End Employee Benefit Management With State Of The Art Products Like:",Greater Mumbai,"Y Combinator, Broom Ventures, Kunal Shah",1700000,Other,
4288,Supergaming,"Roby John, Sanket Nadhani, Navneet Waraich",2021,08,01,2017.0,Gaming,01/08/2021,"At Supergaming, Building India'S Best Gaming Company.",Pune,"Skycatcher, Aet Fund, Bace Capital, Dream Incubator, 1Up Ventures",5500000,Other,
4289,Ruptok,Ankur Gupta,2021,08,01,2020.0,Fintech,01/08/2021,"Ruptok Fintech Pvt. Ltd. Is An Online Gold Loan Service Provider , With Attractive Interests Rate .",New Delhi,Eclear Leasing,1000000,Other,
4290,Kirana247,"Tarun Jiwarajka, Pankhuri Jiwarajka",2021,08,01,2018.0,Logistics & Supply Chain,01/08/2021,An On-Demand Fmcg Supply Chain Company Leveraging A Deep Tech-Enabled Micro Warehousing Model To Serve Kirana Stores.,New Delhi,,1000000,Series A,
4291,Neodocs,"Nikunj Malpani, Anurag Meena, Pratik Lodha",2021,08,01,2020.0,Health & Fitness,01/08/2021,"Neodocs Is A Part Of India'S Prominent Social Impact Accelerator Program, Aisea.",Greater Mumbai,"Y Combinator, 9Unicorns, Titan Capital",0,,
4292,Isgoingonline,Eobin Alex,2021,08,01,2015.0,Retail,01/08/2021,Kochi-Based Digital Catalogue And Marketplace Isgoingonline,Cochin,"Unicorn India Ventures, Sea Fund, Devdatt Shah",200000,Series A,
4293,Camp K12,Anshul Bhagi,2021,08,01,2010.0,EdTech,01/08/2021,"Camp K12 Is A Global Online School For 21St Century Skills, Teaching Coding And Other Steam Subjects To Kids Age 6-18 Via Live, Interactive, Gamified Online Sessions",,"Matrix Partners India, Elevation Capital",12000000,Series A,
4294,Elda Health,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma",2021,08,01,2020.0,Health & Fitness,01/08/2021,"Elda Health Is A Digital Wellness Platform That Understands Women Intimately And Offers A Holistic Wellness Solution Through Physical, Mental And Social Interventions.",Bangalore,"Avaana Capital, Orios Ventures",1500000,Early stage,
4295,Sporjo,G Srinivvasan,2021,08,01,2020.0,Entertainment,01/08/2021,A One Stop Destination To Build A Successful Career In The Indian Sports Industry!,Greater Mumbai,Punit Balan,2000000,Series A,
4296,Supergaming,"Roby John, Sanket Nadhani, Navneet Waraich",2021,08,01,2017.0,Gaming,01/08/2021,"At Supergaming, Building India'S Best Gaming Company.",Pune,"Skycatcher, Aet Fund, Bace Capital, Dream Incubator, 1Up Ventures",5500000,Series A,
4297,O‚Äô Be Cocktails,Nitesh Prakash,2021,08,01,2019.0,Food & Beverages,01/08/2021,India‚Äôs First And Only Ready To Drink Premium Cocktails.,Bangalore,"First Cheque, Letsventure",400000,Other,
4298,Zetwerk,"Srinath Ramakkrushnan, Amrit Acharya",2021,08,01,2018.0,Other,01/08/2021,Zetwerk Is A Universal Manufacturing Network Powered By New-Age Technology.,Bangalore,,150000000,Series D to late stage,
4299,Appsforbharat,Prashant Sachan,2021,08,01,2020.0,Health & Fitness,01/08/2021,"A Mission To Assist A Billion Indians In Their Spiritual Journey And Help Them Feel Happier, Peaceful & More Content.",Bangalore,"Sequoia Capital India, Beenext",4000000,Early stage,
4300,Imagimake,"Disha Katharani, Ravi Jalan",2021,08,01,2011.0,SaaS,01/08/2021,"Imagimake ‚Äì One Of The Fastest Growing And Most Innovative Start-Up In The Field Of Toys, Games & Artist Supplies.",Greater Mumbai,Velocity,0,,
4301,Khatabook,"Ravish Naresh, Ashish Sonone",2021,08,01,2018.0,Fintech,01/08/2021,Khatabook Is The World'S Fastest-Growing Saas Company. It Has Become India'S Leading Business Management App For Msmes With 50M+ Downloads In A Remarkably Short Period Of Time.,Bangalore,"Tribe Capital, Moore Strategic Ventures (Msv)",100000000,Series C,
4302,Smytten,"Swagat Sarangi, Siddhartha Nangia.",2021,08,01,2015.0,SaaS,01/08/2021,India'S Largest Premium Discovery And Trial Platform!,,Fireside Ventures,6000000,Series A,
4303,Syook,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan",2021,08,01,2016.0,IT,01/08/2021,Syook Is Building The Next Generation Enterprise Iot Platform.,Bangalore,"Inflection Point Ventures, Ongc",1000000,Series A,
4304,Akudo,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi",2021,08,01,2020.0,Fintech,01/08/2021,Akudo Is Pioneering The Concept Of Learning-First Banking For Teenagers.,Bangalore,"Y Combinator, Incubate Fund India",0,,
4305,Noto,"Varun Sheth, Ashni Sheth",2021,08,01,2019.0,SaaS,01/08/2021,"A Healthy, Low-Calorie Ice Cream For The Millennial Indian With An Incurable Sweet Tooth.",Greater Mumbai,"Titan Capital, Rockstud Capital,  John Abraham, Weh Ventures",500000,Series A,
4306,Lumiq,Shoaib Mohammad,2021,08,01,2013.0,IT,01/08/2021,Help Enterprises Monetize Their Data And Reinvent The Digital Transformation Journey.,Noida,Info Edge Ventures,2000000,Early stage,
4307,Commerceup,Piyush Pathak,2021,08,01,2018.0,IT,01/08/2021,Grow And Manage Ecommerce Business From Single Dashboard,,Nb Ventures,0,,
4308,Breathe Well-Being,"Rohan Verma, Aditya Kaicker",2021,08,01,2015.0,Health & Fitness,01/08/2021,"Help People To Prevent, Manage Or Reverse Type 2 Diabetes Through Our Clinically Proven Digital Program.",,Accel,5500000,Series A,
4309,Hike,Kavin Bharti Mittal,2021,08,01,2012.0,IT,01/08/2021,Hike Is An Indian Ai-Led Unicorn Startup That Is Committed To Building A New Social Future.,New Delhi,"Binny Bansal, Kunal Shah",0,,
4310,House Of Kieraya,Ajith Mohan Karimpana,2021,08,01,2013.0,Other,01/08/2021,"House Of Kieraya, Well-Known For Furniture And Lifestyle Rental Brand Ôªøfurlenco",Bangalore,Tradecred,15000000,Other,
4311,Goegonetwork,"Dheeman Kadam, Sayantan Chakraborti",2021,08,01,2019.0,Automotive,01/08/2021,"Goego Is A Complete E Mobility Charging Solution, That Combines Engagement, Rewards & Adoption Through A Mix Of Online And Offline Channels.",Pune,,2000000,Other,
4312,Probus,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",2021,08,01,2017.0,IT,01/08/2021,"A Mission To Increase The Per Capita Consumption Of Electricity In India By 10X, Which Is Presently 1/3 Of Global Average- By Reducing The Distribution Losses In Indian Electricity Distribution Grid.",New Delhi,Unicorn India Ventures,500000,Other,
4313,Drinkprime,Anil Kejriwal,2021,08,01,2016.0,SaaS,01/08/2021,India'S Smartest Water Purifiers And Are Redefining Water Purifier Ownership.,Bangalore,"Uc Inclusive Credit, Western Capital",1000000,Other,
4314,Smart Express,Yogesh Dhingra,2021,08,01,,Logistics & Supply Chain,01/08/2021,India‚Äôs Most Innovative And Awarded Express Logistics Company.,Greater Mumbai,"Iifl India Private Equity Fund, Smiti Holding & Trading Company",10000000,Early stage,
4315,Smallcase,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",2021,08,01,2015.0,Fintech,01/08/2021,Smallcase Is A New Way To Invest In The Stock Markets.,Bangalore,Faering Capital,40000000,Series C,
4316,Satya Microcapital,Vivek Tiwari,2021,08,01,2017.0,Fintech,01/08/2021,Satya Microcapital Limited Is A Delhi Based Nbfc Serving Low Income Entrepreneurs In Rural And Urban Areas.,New Delhi,"Responsability Investments, Blue Orchard",10000000,Other,
4317,Snack Amor,Deepak Grover,2021,08,01,2014.0,Food & Beverages,01/08/2021,"Snack Amor Aims Is To Offer A Healthy, Natural And Tasty Snacking Experience To Its Customers.",Greater Mumbai,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",0,,
4318,Postman,"Abhinav Asthana, Abhijit Kane, Ankit Sobti",2021,08,01,2014.0,SaaS,01/08/2021,Postman Is The Collaboration Platform For Api Development.,Bangalore,"Crv, Nexus Venture Partners",225000000,Series D to late stage,
4319,Hashnode,"Syed Fazle Rahman, Sandeep Panda",2021,08,01,2016.0,SaaS,01/08/2021,The Easiest Way To Start A Blog On Personal Domain For Free & Connect With The Readers Through Our Dev Community,Bangalore,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India‚Äôs Surge",6700000,Series A,
4320,Racenergy,Arun Sreyas Reddy,2021,08,01,2018.0,Automotive,01/08/2021,Racenergy Is Working To Power The Future Of Mobility Through Clean And Efficient Technologies.,Greater Hyderabad ,"Micelio Fund, Growx Ventures",1300000,Early stage,
4321,Bharatpe,"Ashneer Grover, Shashvat Nakrani",2021,08,01,2018.0,Fintech,01/08/2021,The Vision To Make Financial Inclusion A Reality For Indian Merchants.,New Delhi,"Iifl Wealth, Asset Management, Northern Arc Capital",20000000,Series B,
4322,Gyde,"Prasanna Vaidya, Shubham Deshmukh",2021,08,01,2019.0,SaaS,01/08/2021,"Gyde Is A Saas Product That Enables Enterprises & Saas Companies To Guide Their Application (Web & Mobile) Users With Step-By-Step Voice Assistance, Byte-Sized Training Videos & Rich Help Articles.",Pune,"Better Capital, Ashish Achrekar",250000,Early stage,
4323,Batterypool,Ashwin Shankar,2021,08,01,2018.0,Automotive,01/08/2021,Building The Operating System For Managing Electric Vehicles In Fleets.,Pune,Ian,0,,
4324,Agnext,Taranjeet Singh Bhamra,2021,08,01,2016.0,Agritech,01/08/2021,"Agnext Is A Fast-Growing Agtech Company That Aims To Solve Quality And Trust In Food Value Chains By Making Them Safer, Transparent And Fairer.",Chandigarh,Alpha Wave Incubation,21000000,Series A,
4325,Xpresslane,Ashwin Koorakula,2021,08,01,2019.0,Technology,01/08/2021,"Xpresslane Makes Checkout Fast And Easy. With A Unified Identity Across All E-Commerce Merchants, It Brings Efficiency And Perfection In The Overall Checkout Experience Of The User.",Bangalore,"Point One Capital, Yatra Angel Network (Yan), Opus Consulting, Manipal Technologies.",400000,Early stage,
4326,Loankuber,Saurabh Nagpal,2021,08,01,2016.0,Fintech,01/08/2021,Loankuber Is The Lowest Cost Lender To Yest-To Be Bankable - Enabling Borrowing With Trust And Confidence.,New Delhi,,1200000,Series A,
4327,Oyo,Ritesh Agarwal,2021,08,01,2013.0,Hospitality,01/08/2021,Oyo Is A Global Travel Tech Company That Connects Its Patrons And Guests.,,Microsoft,5000000,Series D to late stage,
4328,Rapido,"Aravind Sanka, Pavan Guntupalli, Sr Rishikesh",2021,08,01,2015.0,IT,01/08/2021,Rapido Is A Bike Taxi Service Spread Widely Across All Of India From Tier 1 To Tier 3 Cities.,Bangalore,"Shell Ventures, Yamaha, Kunal Shah",52000000,Other,
4329,Ypay,Dr Navneet Gupta,2021,08,01,2017.0,Fintech,01/08/2021,Ypay Card Is The New Way To Manage Money.,Noida,We Founder Circle,400000,Other,
4330,Sleepycat,Kabir Siddiq,2021,08,01,2017.0,Other,01/08/2021,An Online Sleep Solutions Company That Believes In Delivering Luxurious Sleep To Everyone.,Greater Mumbai,"Saama Capital, Dsg Consumer Partners, Sharrp Ventures",3800000,Other,
4331,Ultrahuman,"Mohit Kumar, Vatsal Singhal",2021,08,01,2020.0,Health & Fitness,01/08/2021,Ultrahuman Is A Global Health And Fitness Platform That Aids Our User To Achieve Their True Physical And Mental Potential.,Bangalore,Tiger Global‚Äôs Scott Schleifer,17500000,Other,
4332,Upscalio,Gautam Kshatriya,2021,08,01,2021.0,E-commerce,01/08/2021,"Upscalio Is India‚Äôs Next Generation, Data-Driven Consumer Goods Company.",,,42000000,Other,
4333,Yellow Class,"Anshul Gupta, Arpit Mittal",2021,08,01,2020.0,EdTech,01/08/2021,"Yellow Class Is A New-Age Fun-Learning Platform Where Kids Between 2-12 Years Can Learn From A Wide Range Of Classes Like Dancing, Drawing, Personality Development, Creative Writing And So On",,Elevation Capital,6000000,Other,
4334,Yojak,Anuj Jain,2021,08,01,2019.0,Marketplace,01/08/2021,India‚Äôs First B2B Online Marketplace For Building Material.,,Info Edge Ventures,3800000,Other,
4335,Creatorstack,"Ankit Acharya, Kevin William David",2021,08,01,2019.0,SaaS,01/08/2021,Helping Creators Globally To Engage Deeply With Their Fans And Communities,Bangalore,Accel,2000000,Other,
4336,Expertrons,"Jatin Solank, Vivek Gupta",2021,08,01,2019.0,EdTech,01/08/2021,The World'S Largest Ai Videobot Platform Providing Futuristic Solutions For Businesses & Colleges And Employment,Greater Mumbai,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000,Other,
4337,Rage Coffee,Bharat Sethi,2021,08,01,2018.0,Food & Beverages,01/08/2021,"Rage Coffee Is A Digitally Native Fmcg Company That Manufactures, Markets & Distributes Innovative Coffee Products.",New Delhi,Sixth Sense Ventures,5000000,Other,
4338,Klub,"Anurakt Jain, Ishita Verma",2021,08,01,2019.0,Fintech,01/08/2021,Klub Was Founded With The Vision Of Revolutionizing Growth Capital For Asia‚Äôs Most Loved Brands.A,Bangalore,"9Unicorns, Sequoia Capital India‚Äôs Surge",20000000,Other,
4339,Navia Life Care,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta",2021,08,01,2016.0,Health & Fitness,01/08/2021,Navia Life Care Is A Health Technlogy Company With A Special Focus On Patient Care.,New Delhi,"Anicut Angel Fund, 9 Unicorns",1000000,Other,
4340,1K Kirana Bazaar,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh",2021,08,01,2018.0,Retail,01/08/2021,India'S First And Largest Network Of Small-Town Kirana Stores,,"Info Edge, Falconedge",7000000,Other,
4341,Zupee,"Dilsher Singh, Siddhant Saurabh",2021,08,01,2018.0,Gaming,01/08/2021,"Mission To Improve People‚Äôs Lives By Improving Their Learning Ability, Skills And Mental Aptitude Through Scientifically Designed Mental Exercises, Applications",,"Westcap Group, Tomales Bay Capital",30000000,Other,
4342,Locale.Ai,"Rishabh Jain, Aditi Sinha",2021,08,01,2019.0,SaaS,01/08/2021,Location Analytics For Companies With Moving Assets And Ground Operations.,Bangalore,"Chiratae Ventures, Better Capital",1000000,Other,
4343,Verse Innovation,Umang Bedi,2021,08,01,2018.0,Media,01/08/2021,"The Core Of The Company (Verse Innovation), Is The Idea That Technology Can Help Bridge The Digital Divide.",Bangalore,"Siguler Guff, Baillie Gifford",0,,
4344,Metroride,"Girish Nagpal, Kaaman Agarwal",2021,08,01,2020.0,Transportation,01/08/2021,"Urban Mobility Affordable, Punctual & Sustainable.",Bangalore,,0,,
4345,Miko,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar",2021,08,01,2015.0,SaaS,01/08/2021,"Miko Is An Advanced Robotics Startup Founded By Three Iit Bombay Post-Graduates On The Pillars Of Robotics, Ai & Iot.",Greater Mumbai,"Iifl Amc, Mankind Pharma Family Office, Aroa Ventures",28000000,Other,
4346,Whiz League,"Natasha Jain, Sonia Agarwal Bajaj",2021,08,01,2020.0,EdTech,01/08/2021,Revolutionizing Learning Experience That Goes Beyond Academia,New Delhi,Iti Growth Opportunities,0,,
4347,Hash,Shwetank Jain,2021,08,01,2020.0,Other,01/08/2021,Hash Is A New Startup In Consumer Goods.,New Delhi,Amrac Investment Trust,3500000,Other,
4348,Unacademy,"Gaurav Munjal, Hemesh Singh, Roman Saini",2021,08,01,2015.0,EdTech,01/08/2021,Unacademy Aims To Build The World'S Largest Online Knowledge Repository For Multi-Lingual Education.,Bangalore,Bhavin Turakhia,0,,
4349,Log 9 Materials,"Akshay Singhal, Kartik Hajela",2021,08,01,2014.0,Technology,01/08/2021,Log9 Materials Is On A Mission To Make Global Energy 100% Clean.,Bangalore,Amara Raja Batteries,0,,
4350,Upgrad,"Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",2021,08,01,2015.0,EdTech,01/08/2021,"Upgrad Is India‚Äôs Largest Online Higher Education Company Providing Programs In Data Science, Technology, Management And Law, To Students, Working Professionals And Enterprises.",Greater Mumbai,India Infoline Finance,25000000,Other,
4351,Flashprep,"Dhiresh Nagwani, Ashwini Dhekane",2021,08,01,2020.0,EdTech,01/08/2021,Flashprep Is The Smart Way To Master Learning.,Bangalore,Venture Highway,500000,Early stage,
4352,Kenko Health,"Aniruddha Sen, Dhiraj Goel",2021,08,01,2019.0,Fintech,01/08/2021,"A Unique Healthcare Financing Solution Focusing On Roi, Affordability And Superior Customer Experience",Greater Mumbai,"Beenext, Orios",1700000,Series A,
4353,Wiz Freight,"Ramkumar Govindarajan, Ramkumar Ramachandran",2021,08,01,2020.0,Logistics & Supply Chain,01/08/2021,"Wiz Is A Tech-Enabled Freight Forwarding Platform. We Make Global Shipping Efficient, Hassle-Free And Highly Visible For Businesses.",Chennai,Axilor,3500000,Early stage,
4354,Credgenics,"Rishabh Goel, Mayank Khera, Anand Agrawal",2021,08,01,2018.0,Fintech,01/08/2021,Credgenics Is India‚Äôs First Of It'S Kind Npa Resolution Platform Backed By Credible Investors Including Accel Partners And Titan Capital.,New Delhi,"Westbridge Capital, Tanglin Venture Partners",25000000,Series A,
4355,Bluelearn,"Harish Uthayakumar, Shreyans Sancheti",2021,08,01,2020.0,EdTech,01/08/2021,"Building India'S Largest Student Community. Learn, Network, And Grow Together With 40,000+ Students!",Goa,"100X.Vcôªø,Ôªø Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000,Early stage,
4356,Nimblebox.Ai,"Anshuman Pandey, Rohan Pooniwala",2021,08,01,2018.0,Platforms & Social Media,01/08/2021,A Full-Stack Mlops Platform Built To Create & Launch Multi-Cloud Apps On The Cloud,Chennai,Venture Catalysts,0,,
