,Startup Name,Founder(s),Funding Year,Funding Month,Funding Day,Founding Date,Industry/Vertical,Funding Date,Sub-Vertical,City,Investor(s),Investment Amount (USD),Investment Type,Remarks
216,Babajobs,,2015,04,28,,Platforms & Social Media,28/04/2015,,Bangalore,Seek Ltd & Affiliates,10000000,Other,Series B
217,Urban Ladder,,2015,04,28,,SaaS,28/04/2015,,Bangalore,"Anand Rajaraman, Venky Harinarayan",0,,Series D
218,Jay Robotix,,2015,04,28,,IT,28/04/2015,,Greater Hyderabad ,Cross Border Angels & Others,250000,Early stage,
219,Naaptol.Com,,2015,04,28,,E-commerce,28/04/2015,,Greater Mumbai,Mitsui & Co & Existing Investors,21500000,Other,Series C
220,Reglobe,,2015,04,29,,Other,29/04/2015,,Gurgaon,"Bessemer Ventures, Blume Ventures",1000000,Early stage,
221,Icertis,,2015,04,29,,IT,29/04/2015,,Bangalore,"Greycroft Partners, Fidelity Growth Partners",6000000,Other,Series A
222,Tracxn,,2015,04,29,,Platforms & Social Media,29/04/2015,,Bangalore,Saif Partners,3500000,Other,Series A
223,Dazo,,2015,04,29,,SaaS,29/04/2015,,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",0,,
224,Tradelab,,2015,04,29,,Fintech,29/04/2015,,Bangalore,Rainmatter,400000,Early stage,
225,Piqube,,2015,04,29,,Platforms & Social Media,29/04/2015,,Chennai,The Hr Fund,500000,Early stage,
226,Travel Triangle,,2015,04,29,,Marketplace,29/04/2015,,Noida,"Bessemer Venture Partners, Saif Partners",8000000,Other,Series B
227,Foodpanda,,2015,05,01,,SaaS,01/05/2015,,Gurgaon,"Goldman Sachs, Rocket Internet",100000000,Other,Series D
228,Termsheet,,2015,05,01,,Platforms & Social Media,01/05/2015,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",100000,Early stage,
229,Applicate,,2015,05,04,,SaaS,04/05/2015,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",550000,Early stage,
230,World Art Community,,2015,05,04,,Marketplace,04/05/2015,,Gurgaon,Viraj Tyagi & Others,200000,Early stage,
231,Spoonjoy,,2015,05,04,,SaaS,04/05/2015,,Bangalore,Saif Partners,1000000,Early stage,
232,Seed Schools,,2015,05,05,,EdTech,05/05/2015,,Greater Hyderabad ,Acumen Fund,650000,Early stage,
233,Ignis Careers,,2015,05,05,,Automotive,05/05/2015,,Greater Hyderabad ,Acumen Fund,250000,Early stage,
234,Square Yards,,2015,05,05,,Real Estate,05/05/2015,,Gurgaon,Undisclosed Investors,6000000,Other,pre-Series A
235,Fintellix,,2015,05,05,,Platforms & Social Media,05/05/2015,,Bangalore,"Idg Ventures, Sequoia Capital",15000000,Other,Series C
236,Customer360,,2015,05,05,,Platforms & Social Media,05/05/2015,,Greater Mumbai,Vishwas Patel,0,,
237,Delhivery,,2015,05,06,,Logistics & Supply Chain,06/05/2015,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",85000000,Other,Series D
238,Swiggy,,2015,05,06,,SaaS,06/05/2015,,Bangalore,Norwest Venture Partners,0,,Series B
239,Uniphore,,2015,05,07,,IT,07/05/2015,,Chennai,"Idg Ventures, Kris Gopalakrishnan",0,,Series A
240,Box8,,2015,05,07,,SaaS,07/05/2015,,Greater Mumbai,Mayfield Ventures,3500000,Other,Series A
241,Toppr,,2015,05,07,,EdTech,07/05/2015,,Greater Mumbai,"Fidelity Growth Partners India, Saif Partners,  Helion Ventures",10000000,Other,Series B
242,Vedantu,,2015,05,07,,EdTech,07/05/2015,,Bangalore,"Accel Partners, Tiger Global Management",5000000,Other,Series A
243,Buyhatke,,2015,05,08,,SaaS,08/05/2015,,Bangalore,"S.Gopalakrishnan, Beenos",1000000,Early stage,
244,Kleverkid,,2015,05,08,,EdTech,08/05/2015,,New Delhi,Aarin Capital Partners,0,,
245,Uniken,,2015,05,08,,Platforms & Social Media,08/05/2015,,Pune,Exfinity Ventures,2000000,Other,Bridge Round Pre-Series B
246,Grandopinion,,2015,05,08,,SaaS,08/05/2015,,New Delhi,Florida Based Angel Investor,150000,Early stage,
247,Healthifyme,,2015,05,08,,SaaS,08/05/2015,,Bangalore,Micromax Informatics,0,,Strategic Investment
248,Wassup,,2015,05,12,,SaaS,12/05/2015,,Chennai,"Arun Chandra Mohan, Praveen Sinha",2000000,Other,Pre-Series A
249,Mobiefit,,2015,05,12,,SaaS,12/05/2015,,Goa,Prototyze,0,,
250,Plancess,,2015,05,12,,EdTech,12/05/2015,,Greater Mumbai,"Rajendra Gogri,  Chandrakant Gogri",0,,
251,Workhorse,,2015,05,12,,SaaS,12/05/2015,,Greater Mumbai,Undisclosed Investors,0,,
252,Innovaccer,,2015,05,13,,Consulting,13/05/2015,,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",0,,
253,Mycuteoffice,,2015,05,13,,SaaS,13/05/2015,,Greater Mumbai,Lead Angels,0,,
254,Indianroots.Com,,2015,05,14,,E-commerce,14/05/2015,,Gurgaon,Kjs Group,5000000,Other,Series B
255,Redpolka,,2015,05,14,,SaaS,14/05/2015,,Greater Mumbai,Undisclosed Investors,250000,Early stage,
256,Venturesity,,2015,05,15,,SaaS,15/05/2015,,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",270000,Early stage,
257,Thebetterindia.Com,,2015,05,18,,SaaS,18/05/2015,,Bangalore,Mohandas Pai,0,,Pre-Series Bridge
258,Awaaz De,,2015,05,18,,Platforms & Social Media,18/05/2015,,Ahmedabad,Samir Shah,0,,
259,Chaayos,,2015,05,19,,Food & Beverages,19/05/2015,,New Delhi,Tiger Global Management,1000000,Other,Series A
260,Akosha,,2015,05,19,,SaaS,19/05/2015,,New Delhi,Sequoia Capital,16000000,Other,Series B
261,Cooey,,2015,05,19,,SaaS,19/05/2015,,Bangalore,Subhash Goyal,470000,Early stage,
262,Meetuniv,,2015,05,19,,Platforms & Social Media,19/05/2015,,Noida,Peesh Venture Capital,1000000,Early stage,
263,Inspirock,,2015,05,19,,SaaS,19/05/2015,,,Makemytrip Innovation Fund,0,,
264,Crown-It,,2015,05,19,,Marketplace,19/05/2015,,Gurgaon,"Accel Partners, Helion Venture Partners",5500000,Other,Series A
265,Trucksfirst,,2015,05,19,,Logistics & Supply Chain,19/05/2015,,Gurgaon,Saif Partners,10000000,Other,Series A
266,Springleap,,2015,05,19,,Other,19/05/2015,,,Cross Border Angels,800000,Early stage,
267,Lookup,,2015,05,20,,SaaS,20/05/2015,,Bangalore,Biz Stone,3000000,Other,Series A
268,Sunterrace,,2015,05,21,,Energy,21/05/2015,,New Delhi,Sunergy Investors,0,,
269,Knit,,2015,05,21,,Other,21/05/2015,,,"Rohit Jain, Amit Rambhia & Others",0,,
270,Villgro,,2015,05,21,,Other,21/05/2015,,,Michael & Susan Dell Foundation,3250000,Early stage,To fund edu startups
271,Nudgespot,,2015,05,22,,Platforms & Social Media,22/05/2015,,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, Va Sastry",625000,Early stage,
272,Cardekho,,2015,05,22,,SaaS,22/05/2015,,Jaipur,Hdfc Bank,0,,1% stake
273,Eveningflavors,,2015,05,22,,SaaS,22/05/2015,,Bangalore,Sandiep Shrivatsava,500000,Early stage,
274,Razorpay,,2015,05,25,,SaaS,25/05/2015,,Bangalore,Punit Soni,0,,
275,Zenparent,,2015,05,25,,IT,25/05/2015,,Bangalore,I2India Ventures,500000,Early stage,
276,Newgen Payments,,2015,05,25,,SaaS,25/05/2015,,New Delhi,Jan Manten,0,,
277,Urbanpro,,2015,05,26,,Marketplace,26/05/2015,,Bangalore,Nirvana Venture Advisors,2000000,Other,Series A
278,Goodbox,,2015,05,26,,Consulting,26/05/2015,,Bangalore,Manipal Group,200000,Early stage,
279,Renderlogy,,2015,05,26,,SaaS,26/05/2015,,Greater Hyderabad ,Astarc Ventures,1000000,Other,Series A
280,Postman,,2015,05,27,,Platforms & Social Media,27/05/2015,,Bangalore,Nexus Venture Partners,1000000,Early stage,Series A
281,Casa2Inns,,2015,05,27,,SaaS,27/05/2015,,New Delhi,"Accel Partners, Kalaari Capital",5000000,Other,Series A
282,Fleetrover,,2015,05,27,,Logistics & Supply Chain,27/05/2015,,Goa,"Tim Chen, Sanjay Venkat",180000,Early stage,
283,Thekarrier,,2015,05,28,,Logistics & Supply Chain,28/05/2015,,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",240000,Early stage,
284,Zoomcar,,2015,05,28,,Automotive,28/05/2015,,Bangalore,Sequoia Capital,5000000,Other,Series B Interim Funding
285,Truweight,,2015,05,28,,SaaS,28/05/2015,,Greater Hyderabad ,Kalaari Capital,0,,Series A
286,Ather Energy,,2015,05,30,,Transportation,30/05/2015,,Bangalore,Tiger Global,12000000,Other,Series A
287,Vyomo,,2015,06,01,,Platforms & Social Media,01/06/2015,,New Delhi,Aprameya Radhakrishna,0,,
288,Veeba Foods,,2015,06,01,,Food & Beverages,01/06/2015,,New Delhi,"Dsg Consumer Partners, Saama Capital.",6000000,Other,Series B
289,Truebil,,2015,06,01,,Marketplace,01/06/2015,,Greater Mumbai,"Kae Capital, Anupam Mittal",500000,Early stage,
290,Meritnation,,2015,06,01,,Platforms & Social Media,01/06/2015,,New Delhi,Infoedge,4000000,Other,Series C
291,Eattreatonline,,2015,06,01,,SaaS,01/06/2015,,New Delhi,Group Of 15 Angel Investors,350000,Early stage,
292,Credr,,2015,06,01,,Marketplace,01/06/2015,,Greater Mumbai,Growthstory,0,,
293,Glamrs,,2015,06,01,,SaaS,01/06/2015,,Greater Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",1000000,Other,Pre-Series A
294,Proviera,,2015,06,01,,IT,01/06/2015,,Chennai,Infuse Ventures,550000,Other,
295,Arth Designbuild,,2015,06,01,,Consulting,01/06/2015,,Greater Hyderabad ,Srinivas Tirupati,500000,Early stage,
296,Saama,,2015,06,02,,Consulting,02/06/2015,,Bangalore,Carrick Capital Partners,35000000,Other,Series A
297,Allizhealth,,2015,06,02,,Health & Fitness,02/06/2015,,Pune,Mumbai Angels & Other Angel Investors,350000,Early stage,
298,Karma Healthcare,,2015,06,02,,Health & Fitness,02/06/2015,,,Ennovent Impact Investment Holding,0,,Series A
299,Entropy Innovations,,2015,06,03,,IT,03/06/2015,,Greater Mumbai,Mark Mobius & 9 Other Angel Investors,0,,
300,Propstack,,2015,06,03,,Platforms & Social Media,03/06/2015,,Greater Mumbai,Dmg Information,3000000,Other,Series A
301,Mytaxiindia,,2015,06,03,,SaaS,03/06/2015,,New Delhi,Green House Ventures,100000,Early stage,
302,Arkin Net,,2015,06,03,,Platforms & Social Media,03/06/2015,,Bangalore,Nexus Venture Partners,15000000,Other,Series B
303,Little Black Book Delhi,,2015,06,03,,SaaS,03/06/2015,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",150000,Early stage,
304,Mypoolin,,2015,06,03,,Platforms & Social Media,03/06/2015,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,  Arjun Malhotra, Gautam Gandhi",0,,
305,Icustomadeit,,2015,06,03,,Marketplace,03/06/2015,,Pune,"Virendra Shahney, Dr Paresh Doshi",250000,Early stage,
306,Kaaryah,,2015,06,03,,Marketplace,03/06/2015,,Gurgaon,Ratan Tata,0,,
307,Ecom Express,,2015,06,04,,Logistics & Supply Chain,04/06/2015,,New Delhi,Warburg Pincus,137000000,Other,Series C
308,Zopper,,2015,06,04,,SaaS,04/06/2015,,Greater Mumbai,"Tiger Global,  Nirvana Ventures Advisors",20000000,Other,Series C
309,Flipkart,,2015,06,04,,Platforms & Social Media,04/06/2015,,Bangalore,Morgan Stanley,50000000,Other,Late Stage
310,Kwatt Solutions,,2015,06,05,,Energy,05/06/2015,,Greater Mumbai,,0,,
311,Medwell Ventures,,2015,06,05,,Health & Fitness,05/06/2015,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",10000000,Other,Series A
312,Jugnoo,,2015,06,05,,SaaS,05/06/2015,,Chandigarh,"Snow Leopard, Paytm",5000000,Other,Series A
313,Postergully,,2015,06,08,,Marketplace,08/06/2015,,New Delhi,"Natarajan Iyer,Rajesh Sawhney,  & Other Angel Investors.",0,,
314,Applied Solar Technologies,,2015,06,08,,Energy,08/06/2015,,Greater Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment And Ifc",40000000,Other,Series B
315,Clovia,,2015,06,09,,E-commerce,09/06/2015,,New Delhi,Ivycap Ventures,5000000,Other,Series A
316,Swiggy,,2015,06,09,,SaaS,09/06/2015,,Bangalore,"Norwest Venture Partners, Saif Partners, Accel Partners",16500000,Other,Series B
317,Paymango,,2015,06,09,,Platforms & Social Media,09/06/2015,,Gurgaon,Group Of Angel Investors,234000,Early stage,
318,Printland,,2015,06,09,,SaaS,09/06/2015,,New Delhi,Sidbi Venture Capital Ltd,0,,Series A
319,Teritree,,2015,06,09,,Consulting,09/06/2015,,Bangalore,Kcl,140000,Early stage,
320,Guiddoo,,2015,06,10,,SaaS,10/06/2015,,Greater Mumbai,"Pawan Borle, Svp Fly Dubai & Others",0,,
321,Voonik,,2015,06,10,,Fashion,10/06/2015,,Bangalore,"Sequoia Capital, Seedfund",5000000,Other,Series A
322,Adstringo,,2015,06,11,,SaaS,11/06/2015,,Greater Mumbai,"Arihant Patni, Vishal Khare,  Viswanath Ramachandran",350000,Early stage,
323,Faircent.Com,,2015,06,11,,Platforms & Social Media,11/06/2015,,Gurgaon,M&S Partners Pte. Ltd,250000,Early stage,Pre-Series A
324,La Renon,,2015,06,12,,Health & Fitness,12/06/2015,,Ahmedabad,Sequoia Capital,16000000,Other,Series A
325,Homelane,,2015,06,15,,Fashion,15/06/2015,,Bangalore,Sequoia Capital,50000000,Other,Series B
326,Istar,,2015,06,15,,Platforms & Social Media,15/06/2015,,Bangalore,Unitus Seed Fund,0,,Series A
327,Shippr,,2015,06,15,,Logistics & Supply Chain,15/06/2015,,Bangalore,I2India Pvt Ltd,500000,Early stage,
328,Foodabhi,,2015,06,16,,SaaS,16/06/2015,,Greater Mumbai,Group Of Angel Investors,0,,
329,Karma Recycling,,2015,06,16,,SaaS,16/06/2015,,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",0,,Series A
330,Couponraja,,2015,06,16,,Platforms & Social Media,16/06/2015,,Greater Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & Others",500000,Early stage,
331,Babychakra,,2015,06,17,,Platforms & Social Media,17/06/2015,,Greater Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",0,,
332,Jiffstore,,2015,06,17,,Platforms & Social Media,17/06/2015,,Bangalore,"Unitus Seed Fund, Times Internet",0,,additional funding round
333,Mydentist,,2015,06,17,,Health & Fitness,17/06/2015,,Greater Mumbai,"Lgt Group, Asian Healthcare Fund, Seedfund",8200000,Other,Series C
334,Moovo,,2015,06,18,,Logistics & Supply Chain,18/06/2015,,New Delhi,Youwecan Ventures,0,,
335,Fracktal Works,,2015,06,18,,Other,18/06/2015,,Bangalore,Neoteric Infomatique Limited,3000000,Other,Series A
336,Hansa Customer Equity,,2015,06,18,,Consulting,18/06/2015,,Greater Mumbai,Ask Pravi,5000000,Other,Series A
337,Healthifyme,,2015,06,18,,SaaS,18/06/2015,,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",0,,Series A
338,Cakart.In,,2015,06,18,,EdTech,18/06/2015,,Bangalore,Sunil Maheshwari & Group Of Investors,0,,
339,Housejoy,,2015,06,19,,Marketplace,19/06/2015,,Bangalore,Matrix Partners,4000000,Other,Series A
340,Fundsindia.Com,,2015,06,19,,Platforms & Social Media,19/06/2015,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",11000000,Other,Series C
341,Cupick,,2015,06,20,,Platforms & Social Media,20/06/2015,,Bangalore,Group Of Angel Investors From Us/India,120000,Early stage,
342,Tracxn,,2015,06,20,,Platforms & Social Media,20/06/2015,,Bangalore,"Sachin Bansal, Bunny Bansal & Other Investors",10000000,Other,Series A
343,Holachef,,2015,06,21,,Platforms & Social Media,21/06/2015,,Greater Mumbai,"Kalaari Capital, India Quotient",3100000,Other,Series A
344,Belong,,2015,06,22,,Consulting,22/06/2015,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",5000000,Other,Series A
345,Ixigo,,2015,06,22,,Other,22/06/2015,,Gurgaon,Micromax Informatics,0,,Strategic Investment
346,Skillangels,,2015,06,22,,Platforms & Social Media,22/06/2015,,Chennai,Sprout Angels Llp,0,,
347,Vidgyor,,2015,06,22,,Platforms & Social Media,22/06/2015,,Bangalore,Angelprime,500000,Early stage,
348,Banihal,,2015,06,22,,Platforms & Social Media,22/06/2015,,New Delhi,Dr David Cheriton,0,,
349,Goodservice,,2015,06,23,,SaaS,23/06/2015,,New Delhi,Sequoia Capital,1600000,Other,Series A
350,Treebo,,2015,06,23,,SaaS,23/06/2015,,Bangalore,"Matrix Partners India, Saif Partners",6000000,Other,Series A
351,Edukart,,2015,06,23,,EdTech,23/06/2015,,New Delhi,"Holostik Group, Youwecan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",1000000,Other,Series A
352,Healthians.Com,,2015,06,23,,Health & Fitness,23/06/2015,,Greater Hyderabad ,Youwecan Ventures,0,,
353,Labinapp,,2015,06,24,,SaaS,24/06/2015,,Bangalore,Unitus Seed Fund,0,,
354,Syona Cosmetics,,2015,06,24,,Platforms & Social Media,24/06/2015,,Chennai,Chennai Angels,0,,
355,Sigrid Education,,2015,06,24,,EdTech,24/06/2015,,Noida,Oliphans Capital,0,,
356,Indix,,2015,06,24,,Platforms & Social Media,24/06/2015,,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",15000000,Other,Series C
357,The Porter,,2015,06,24,,Logistics & Supply Chain,24/06/2015,,Greater Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",5500000,Other,Series A
358,Retention.Ai,,2015,06,24,,Platforms & Social Media,24/06/2015,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & Others",500000,Early stage,
359,Fusion Microfinance,,2015,06,25,,Platforms & Social Media,25/06/2015,,New Delhi,"Development Finance Institution Belgian Investment Company, Oikocredit",8600000,Other,Series C
360,Zinka,,2015,06,25,,Platforms & Social Media,25/06/2015,,Bangalore,"Accel Partners, Flipkart",6000000,Other,Series A
361,Creditmantri,,2015,06,26,,SaaS,26/06/2015,,Chennai,"Idg Ventures India, Elevar Equity, Accion Venture Lab",2500000,Other,Series A
362,Getmypeon,,2015,06,26,,SaaS,26/06/2015,,Greater Mumbai,Undisclosed Investors,250000,Early stage,
363,Urbanclap,,2015,06,29,,Marketplace,29/06/2015,,New Delhi,"Saif Partners,  Accel Partners",10000000,Other,Series A
364,Stayglad,,2015,06,29,,Marketplace,29/06/2015,,Bangalore,"Tracxn Labs, Sahil Barua",0,,
365,Adwyze,,2015,06,29,,Platforms & Social Media,29/06/2015,,Bangalore,Mape Advisory,0,,
366,Zimmber,,2015,06,29,,SaaS,29/06/2015,,Greater Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",400000,Early stage,
367,Buttercups,,2015,06,30,,Platforms & Social Media,30/06/2015,,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",0,,
368,Railyatri,,2015,06,30,,SaaS,30/06/2015,,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures And Ujama",0,,Pre-Series A
369,Aagaar.Com,,2015,06,30,,Transportation,30/06/2015,,Gurgaon,Group Of Investors,0,,
370,Flatchat,,2015,06,30,,SaaS,30/06/2015,,Bangalore,Commonfloor,2500000,Other,Strategic Funding
371,Mycfo,,2015,06,30,,Platforms & Social Media,30/06/2015,,Greater Mumbai,Sameer Koticha,0,,Series A
372,Parcelled,,2015,07,01,,Platforms & Social Media,01/07/2015,,Bangalore,"Delhivery, Tracxn Labs",0,,
373,Retigence Technologies,,2015,07,01,,SaaS,01/07/2015,,Greater Mumbai,Omnivore Partners,0,,Series A
374,Cloudcherry Analytics,,2015,07,01,,Platforms & Social Media,01/07/2015,,Chennai,"The Chennai Angels, Idg Ventures India",1000000,Early stage,
375,Handyhome,,2015,07,01,,SaaS,01/07/2015,,Greater Mumbai,"Bessemer Ventures, Kae Capital",630000,Early stage,
376,Idreamcareer,,2015,07,01,,Platforms & Social Media,01/07/2015,,New Delhi,"Ah! Ventures, Vivek Joshi, Mohit Satyanand & Others",0,,
377,Ola Cabs,,2015,07,01,,SaaS,01/07/2015,,Bangalore,Ratan Tata,0,,Personal Investment
378,Nxtgen,,2015,07,01,,Consulting,01/07/2015,,Bangalore,"Ifc, Axon Partners, Intel Capital",13500000,Other,Series A
379,Bankbazaar,,2015,07,02,,Fintech,02/07/2015,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",60000000,Other,Series C(More here)
380,Gozoomo,,2015,07,02,,Marketplace,02/07/2015,,Bangalore,Saif Partners,5000000,Other,Series A
381,Zenatix,,2015,07,02,,Platforms & Social Media,02/07/2015,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",161000,Early stage,
382,Culturealley,,2015,07,03,,SaaS,03/07/2015,,Jaipur,Tiger Global,6500000,Other,Series A
383,Goqii,,2015,07,03,,Marketplace,03/07/2015,,Greater Mumbai,Vijay Shekhar Sharma,0,,Pre-Series A
384,Gingercrush,,2015,07,03,,Platforms & Social Media,03/07/2015,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",1000000,Early stage,
385,Elanic,,2015,07,04,,Marketplace,04/07/2015,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",0,,
386,Stitchwood,,2015,07,04,,Marketplace,04/07/2015,,Greater Mumbai,"Powai Lake Ventures, Ajeet Khurana & Others",395000,Early stage,
387,Urban Tailor,,2015,07,05,,SaaS,05/07/2015,,Bangalore,Group Of Angel Investors,0,,
388,Confirmttkt,,2015,07,06,,Other,06/07/2015,,Bangalore,Pravin Agarwala & Others,0,,
389,Paper Boat,,2015,07,06,,Food & Beverages,06/07/2015,,Gurgaon,"Sofina, Hillhouse Capital",30000000,Other,Series B
390,Getnow,,2015,07,06,,Marketplace,06/07/2015,,Nagpur,Atulya Mittal,0,,
391,Wudstay,,2015,07,07,,Other,07/07/2015,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",3000000,Other,Series A
392,Liases Foras,,2015,07,07,,Real Estate,07/07/2015,,New Delhi,Dmg Information Asia Pacific,5000000,Other,Series A
393,Indialends,,2015,07,07,,Fintech,07/07/2015,,New Delhi,"Dsg Consumer Partners, Siddharth Parekh",0,,Pre-Series A
394,Quinto,,2015,07,08,,Food & Beverages,08/07/2015,,Pune,Jaydeep Barman,0,,
395,Saavn,,2015,07,08,,Entertainment,08/07/2015,,Greater Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",0,,Series C
396,Flytxt,,2015,07,08,,Platforms & Social Media,08/07/2015,,Greater Mumbai,"Sunrise Capital Gmbh, Big Data Investments B.V",11000000,Other,Series A
397,Axtria,,2015,07,08,,Platforms & Social Media,08/07/2015,,India / Us,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",30000000,Other,Series C
398,33Coupons,,2015,07,08,,Platforms & Social Media,08/07/2015,,Kanpur,Not Disclosed,20000,Early stage,
399,Ampere,,2015,07,08,,Transportation,08/07/2015,,Coimbatore,Ratan Tata,0,,
400,Hopping Chef,,2015,07,08,,Platforms & Social Media,08/07/2015,,Greater Mumbai,Mirah Hospitality,470000,Early stage,Strategic Investment
401,Collectabillia,,2015,07,08,,Fashion,08/07/2015,,Bangalore,Accel Partners,7500000,Other,Series B
402,Lendingkart,,2015,07,08,,Platforms & Social Media,08/07/2015,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",10000000,Other,Series A
403,Lybrate,,2015,07,08,,SaaS,08/07/2015,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",10200000,Other,Series A
404,Zoomcar,,2015,07,08,,Other,08/07/2015,,Bangalore,"Sequoia Capital, Empire Angels, Ngp",11000000,Other,Series B
405,News In Shorts,,2015,07,09,,SaaS,09/07/2015,,Noida,Tiger Global,20000000,Other,Series B
406,Bluestone,,2015,07,09,,SaaS,09/07/2015,,Bangalore,"Ivycap Ventures, Accel Partners, Dragoneer Investment Group",16200000,Other,
407,Shopsity,,2015,07,09,,Fashion,09/07/2015,,Gurgaon,"Sandeep Aggarwal, Teruhide Sato",0,,
408,Notesgen,,2015,07,09,,Marketplace,09/07/2015,,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",0,,
409,Infinity Assurance,,2015,07,10,,SaaS,10/07/2015,,New Delhi,Indian Angel Network,600000,Early stage,
410,Footprints Education,,2015,07,10,,Other,10/07/2015,,Gurgaon,"Letsventure, Kumar Bansal, Kshitij Jain",685000,Early stage,
411,Loylty Rewards,,2015,07,10,,Consulting,10/07/2015,,Greater Mumbai,Indianideas.Com,19350000,Other,Late Stage
